created_at,Midlothian,Austin,Houston,Del Rio,Midland,McAllen
2021-09-04 01:38:00+00:00,6.88,14.59,4.52,15.79,14.1,11.0
2021-09-04 01:40:00+00:00,6.2,14.43,5.02,16.33,13.25,11.53
2021-09-04 01:42:00+00:00,6.47,11.98,5.98,15.71,12.61,11.68
2021-09-04 01:44:00+00:00,6.18,13.78,5.77,16.27,13.24,13.02
2021-09-04 01:46:00+00:00,5.62,14.66,5.1899999999999995,16.56,12.28,11.57
2021-09-04 01:48:00+00:00,6.8,15.44,4.609999999999999,16.89,12.3,12.3
2021-09-04 01:50:00+00:00,7.63,14.05,5.0,17.36,12.52,11.84
2021-09-04 01:52:00+00:00,6.55,14.37,5.06,17.69,12.81,11.84
2021-09-04 01:54:00+00:00,7.14,14.68,4.64,16.11,12.43,12.54
2021-09-04 01:56:00+00:00,6.09,15.62,5.27,16.92,11.91,12.45
2021-09-04 01:58:00+00:00,7.17,17.89,4.93,16.16,11.5,12.29
2021-09-04 02:00:00+00:00,6.59,17.42,5.0,17.84,12.58,11.78
2021-09-04 02:02:00+00:00,7.44,16.43,4.86,17.31,13.08,12.96
2021-09-04 02:04:00+00:00,7.38,15.52,4.720000000000001,18.62,13.07,10.77
2021-09-04 02:06:00+00:00,8.03,16.7,5.85,16.96,12.75,13.58
2021-09-04 02:08:00+00:00,7.82,15.09,5.5175,17.29,12.74,13.36
2021-09-04 02:10:00+00:00,6.84,16.12,5.1850000000000005,18.26,11.88,13.82
2021-09-04 02:12:00+00:00,7.2,14.98,5.29,17.81,11.88,13.25
2021-09-04 02:14:00+00:00,8.8,14.43,5.8,16.98,12.8,13.84
2021-09-04 02:16:00+00:00,7.95,15.56,5.41,16.47,12.73,13.44
2021-09-04 02:18:00+00:00,8.84,15.71,5.3975,17.6,12.44,14.52
2021-09-04 02:20:00+00:00,7.79,15.24,5.385,18.51,12.04,14.18
2021-09-04 02:22:00+00:00,8.64,16.28,5.38,17.23,13.12,12.68
2021-09-04 02:24:00+00:00,8.6,16.87,5.25,16.83,11.74,12.17
2021-09-04 02:26:00+00:00,8.72,16.45,5.63,17.09,12.14,12.67
2021-09-04 02:28:00+00:00,9.15,17.2,5.45,16.57,11.98,14.35
2021-09-04 02:30:00+00:00,9.62,15.71,5.96,16.43,11.91,14.37
2021-09-04 02:32:00+00:00,10.07,18.72,5.91,17.25,13.52,11.69
2021-09-04 02:34:00+00:00,9.04,16.91,5.69,16.22,12.24,14.45
2021-09-04 02:36:00+00:00,9.66,16.53,5.470000000000001,17.09,12.2,12.53
2021-09-04 02:38:00+00:00,10.29,17.07,5.73,16.76,12.81,14.04
2021-09-04 02:40:00+00:00,10.3,18.02,6.31,16.34,12.48,13.11
2021-09-04 02:42:00+00:00,9.88,19.09,6.63,17.65,12.86,14.32
2021-09-04 02:44:00+00:00,9.52,17.39,5.56,16.53,12.71,12.82
2021-09-04 02:46:00+00:00,10.79,17.64,6.13,16.09,11.37,14.06
2021-09-04 02:48:00+00:00,11.21,17.4,5.98,15.8,12.55,14.83
2021-09-04 02:50:00+00:00,9.79,16.83,6.12,16.61,11.34,14.25
2021-09-04 02:52:00+00:00,9.48,17.42,6.26,16.47,12.04,14.33
2021-09-04 02:54:00+00:00,9.02,18.07,6.15,15.89,11.98,12.79
2021-09-04 02:56:00+00:00,9.37,17.11,6.66,17.16,12.84,13.8
2021-09-04 02:58:00+00:00,8.13,19.19,6.58,15.79,12.22,14.91
2021-09-04 03:00:00+00:00,9.35,17.24,6.74,16.82,12.17,14.09
2021-09-04 03:02:00+00:00,8.89,18.73,7.19,16.74,12.0,11.59
2021-09-04 03:04:00+00:00,8.78,18.17,6.64,15.27,12.28,14.51
2021-09-04 03:06:00+00:00,8.59,20.02,6.9025,16.02,11.92,11.79
2021-09-04 03:08:00+00:00,8.8,17.61,7.165,16.32,12.12,14.75
2021-09-04 03:10:00+00:00,8.1,17.29,7.67,16.7,12.65,14.3
2021-09-04 03:12:00+00:00,8.47,17.75,7.82,16.05,12.72,13.42
2021-09-04 03:14:00+00:00,8.43,16.81,8.96,17.42,11.77,15.28
2021-09-04 03:16:00+00:00,7.77,19.26,8.34,16.8,11.0,13.73
2021-09-04 03:18:00+00:00,6.64,19.36,8.81,16.97,12.54,13.31
2021-09-04 03:20:00+00:00,7.68,17.46,6.82,16.41,11.83,13.56
2021-09-04 03:22:00+00:00,7.93,16.89,7.1899999999999995,16.02,12.3,16.83
2021-09-04 03:24:00+00:00,8.0,17.51,7.56,15.93,12.26,15.07
2021-09-04 03:26:00+00:00,7.39,17.16,9.23,17.07,12.88,14.34
2021-09-04 03:28:00+00:00,7.55,16.54,7.73,16.13,12.32,13.88
2021-09-04 03:30:00+00:00,7.84,17.63,7.44,15.71,11.95,14.03
2021-09-04 03:32:00+00:00,6.18,18.82,7.64,14.37,12.77,14.48
2021-09-04 03:34:00+00:00,6.05,17.0,7.27,15.6,12.07,15.62
2021-09-04 03:36:00+00:00,6.31,16.57,6.98,15.75,12.19,13.15
2021-09-04 03:38:00+00:00,6.28,18.05,7.0375000000000005,15.38,11.31,12.58
2021-09-04 03:40:00+00:00,6.48,17.84,7.095000000000001,14.98,12.3,15.56
2021-09-04 03:42:00+00:00,6.54,17.63,6.9,15.4,11.95,14.56
2021-09-04 03:44:00+00:00,6.19,16.41,7.96,14.45,13.17,13.48
2021-09-04 03:46:00+00:00,7.53,17.97,8.43,14.02,12.18,13.51
2021-09-04 03:48:00+00:00,6.38,16.24,7.43,14.95,12.11,13.0
2021-09-04 03:50:00+00:00,7.07,16.27,6.96,14.32,12.76,13.84
2021-09-04 03:52:00+00:00,6.5,16.9,7.91,14.71,12.88,12.31
2021-09-04 03:54:00+00:00,6.26,17.24,7.53,14.24,11.98,14.69
2021-09-04 03:56:00+00:00,5.8,16.4,7.15,13.91,12.69,16.14
2021-09-04 03:58:00+00:00,6.2,17.27,7.75,13.47,12.05,14.27
2021-09-04 04:00:00+00:00,5.98,19.12,7.41,13.62,13.71,14.33
2021-09-04 04:02:00+00:00,5.93,14.4,7.96,13.32,12.6,17.45
2021-09-04 04:04:00+00:00,6.14,16.93,8.63,12.87,11.93,15.27
2021-09-04 04:06:00+00:00,6.08,16.85,7.23,14.73,12.23,15.0
2021-09-04 04:08:00+00:00,5.42,17.65,7.92,13.82,12.18,15.37
2021-09-04 04:10:00+00:00,5.45,16.47,7.9175,13.25,12.54,14.51
2021-09-04 04:12:00+00:00,5.48,16.12,7.915,13.14,12.9,13.31
2021-09-04 04:14:00+00:00,4.97,17.55,7.78,12.7,12.92,13.66
2021-09-04 04:16:00+00:00,4.76,17.47,6.63,12.91,12.08,14.53
2021-09-04 04:18:00+00:00,6.04,16.56,7.36,14.09,12.24,15.5
2021-09-04 04:20:00+00:00,4.37,16.38,7.61,12.29,12.4,14.15
2021-09-04 04:22:00+00:00,4.48,15.38,7.07,13.05,12.3625,14.53
2021-09-04 04:24:00+00:00,4.39,17.18,7.79,12.57,12.325,16.76
2021-09-04 04:26:00+00:00,4.8,15.26,7.852499999999999,13.94,12.07,14.75
2021-09-04 04:28:00+00:00,4.54,15.51,7.914999999999999,12.39,11.79,15.74
2021-09-04 04:30:00+00:00,4.64,14.58,7.59,12.47,12.54,14.98
2021-09-04 04:32:00+00:00,4.33,16.19,8.25,12.67,12.684999999999999,13.49
2021-09-04 04:34:00+00:00,4.95,17.66,8.08,13.46,12.83,12.97
2021-09-04 04:36:00+00:00,5.29,15.63,7.5,12.82,12.81,15.04
2021-09-04 04:38:00+00:00,4.63,15.91,7.61,13.07,13.79,15.88
2021-09-04 04:40:00+00:00,4.19,16.41,7.23,12.75,13.55,14.53
2021-09-04 04:42:00+00:00,4.98,15.11,7.2625,12.09,13.8275,15.68
2021-09-04 04:44:00+00:00,3.93,15.86,7.295,14.2,14.105,14.18
2021-09-04 04:46:00+00:00,5.3,12.77,6.57,14.0,14.2475,13.85
2021-09-04 04:48:00+00:00,4.81,13.37,6.46,13.72,14.39,15.35
2021-09-04 04:50:00+00:00,4.02,13.98,7.04,14.21,13.895,14.09
2021-09-04 04:52:00+00:00,4.2,14.46,6.35,15.26,14.485,13.54
2021-09-04 04:54:00+00:00,5.21,14.05,6.7,15.6,15.075,15.46
2021-09-04 04:56:00+00:00,4.34,14.12,7.41,13.98,16.73,15.27
2021-09-04 04:58:00+00:00,5.11,13.28,7.0675,16.21,18.02,15.0
2021-09-04 05:00:00+00:00,4.64,14.11,6.725,16.02,18.619999999999997,16.48
2021-09-04 05:02:00+00:00,4.86,13.82,6.91,16.12,19.22,14.79
2021-09-04 05:04:00+00:00,4.22,13.34,6.58,16.72,17.89,15.86
2021-09-04 05:06:00+00:00,5.27,14.0,6.94,17.12,15.399999999999999,13.77
2021-09-04 05:08:00+00:00,4.65,15.05,6.79,16.33,16.795,16.5
2021-09-04 05:10:00+00:00,4.93,11.86,6.61,16.88,18.19,14.67
2021-09-04 05:12:00+00:00,4.64,13.54,7.4,17.44,21.4,14.49
2021-09-04 05:14:00+00:00,4.48,14.71,7.43,17.14,18.42,16.21
2021-09-04 05:16:00+00:00,5.03,16.4,7.46,17.26,18.89,13.22
2021-09-04 05:18:00+00:00,4.43,13.29,7.4,17.07,19.05,15.21
2021-09-04 05:20:00+00:00,4.76,14.34,6.93,18.63,16.15,14.05
2021-09-04 05:22:00+00:00,4.98,14.61,6.79,16.45,17.85,13.78
2021-09-04 05:24:00+00:00,4.12,15.25,7.15,17.36,13.91,13.72
2021-09-04 05:26:00+00:00,5.44,15.84,7.23,17.95,15.32,17.07
2021-09-04 05:28:00+00:00,3.93,13.35,6.22,18.74,17.61,15.81
2021-09-04 05:30:00+00:00,4.8,15.57,6.1875,19.16,15.9,15.24
2021-09-04 05:32:00+00:00,4.54,13.21,6.155,18.9,13.62,13.33
2021-09-04 05:34:00+00:00,5.0,14.29,6.6,18.63,14.91,14.19
2021-09-04 05:36:00+00:00,4.98,15.55,6.83,19.5,13.46,15.09
2021-09-04 05:38:00+00:00,5.07,14.7,6.4,19.2,13.95,12.88
2021-09-04 05:40:00+00:00,4.68,13.84,6.17,17.92,14.12,17.22
2021-09-04 05:42:00+00:00,5.03,13.71,6.62,20.12,14.35,15.02
2021-09-04 05:44:00+00:00,4.71,13.46,6.87,19.62,13.89,14.71
2021-09-04 05:46:00+00:00,4.69,13.95,6.6325,20.42,13.15,17.04
2021-09-04 05:48:00+00:00,4.38,15.57,6.395,19.56,13.59,14.87
2021-09-04 05:50:00+00:00,4.71,14.28,6.15,19.26,13.29,15.31
2021-09-04 05:52:00+00:00,4.48,14.82,7.36,19.73,13.61,15.48
2021-09-04 05:54:00+00:00,5.0,15.1,6.39,20.07,13.1,14.04
2021-09-04 05:56:00+00:00,4.89,14.12,6.48,20.53,13.17,16.63
2021-09-04 05:58:00+00:00,4.08,13.25,5.87,21.33,12.89,15.03
2021-09-04 06:00:00+00:00,4.58,13.52,7.09,20.48,12.88,14.67
2021-09-04 06:02:00+00:00,4.16,13.6,7.0625,20.1,13.26,13.49
2021-09-04 06:04:00+00:00,6.08,14.59,7.035,21.63,13.73,14.75
2021-09-04 06:06:00+00:00,4.97,13.04,7.02,19.45,13.03,13.24
2021-09-04 06:08:00+00:00,5.3,14.78,6.08,20.12,13.02,15.14
2021-09-04 06:10:00+00:00,5.23,16.05,6.71,20.39,13.44,15.62
2021-09-04 06:12:00+00:00,4.52,15.09,6.15,20.0,13.24,13.43
2021-09-04 06:14:00+00:00,5.36,13.02,6.13,20.32,13.33,16.05
2021-09-04 06:16:00+00:00,4.53,13.24,7.33,20.46,12.79,15.66
2021-09-04 06:18:00+00:00,4.38,14.0,6.9725,19.79,13.57,16.81
2021-09-04 06:20:00+00:00,4.46,14.19,6.615,19.95,12.79,14.8
2021-09-04 06:22:00+00:00,5.14,12.62,6.29,21.12,12.61,16.05
2021-09-04 06:24:00+00:00,4.32,13.71,6.44,19.37,13.25,16.95
2021-09-04 06:26:00+00:00,4.16,12.93,5.63,19.8,14.19,14.76
2021-09-04 06:28:00+00:00,3.71,13.82,5.78,18.98,14.05,16.86
2021-09-04 06:30:00+00:00,4.47,14.23,5.8,19.19,14.32,16.04
2021-09-04 06:32:00+00:00,4.24,11.74,5.67,19.58,14.31,16.05
2021-09-04 06:34:00+00:00,5.89,14.23,6.1225000000000005,18.37,13.32,16.53
2021-09-04 06:36:00+00:00,4.53,13.2,6.575,20.14,14.11,16.27
2021-09-04 06:38:00+00:00,5.51,12.22,6.42,19.66,13.23,16.12
2021-09-04 06:40:00+00:00,5.02,13.36,6.21,19.5,13.91,14.44
2021-09-04 06:42:00+00:00,4.91,11.93,5.77,18.82,14.24,14.95
2021-09-04 06:44:00+00:00,4.64,13.38,7.31,18.53,12.75,18.16
2021-09-04 06:46:00+00:00,5.05,12.71,5.61,19.07,13.6,13.48
2021-09-04 06:48:00+00:00,4.71,10.95,5.65,18.67,14.19,16.79
2021-09-04 06:50:00+00:00,4.9,12.15,5.67,18.48,13.63,15.63
2021-09-04 06:52:00+00:00,4.8,11.53,5.6899999999999995,18.69,13.97,15.78
2021-09-04 06:54:00+00:00,4.32,12.95,5.82,18.86,14.68,15.38
2021-09-04 06:56:00+00:00,4.57,14.35,5.4,18.07,14.22,15.71
2021-09-04 06:58:00+00:00,6.56,12.97,5.02,16.78,14.48,17.02
2021-09-04 07:00:00+00:00,4.47,10.12,5.73,19.65,13.15,14.61
2021-09-04 07:02:00+00:00,5.18,10.8,4.77,18.38,13.79,15.63
2021-09-04 07:04:00+00:00,4.09,11.77,5.06,18.79,13.46,17.19
2021-09-04 07:06:00+00:00,5.14,10.98,5.35,18.2,13.6,16.17
2021-09-04 07:08:00+00:00,4.91,13.22,5.640000000000001,17.18,13.66,16.29
2021-09-04 07:10:00+00:00,4.47,12.82,5.72,18.49,13.96,15.98
2021-09-04 07:12:00+00:00,5.14,12.98,6.15,17.07,13.61,15.51
2021-09-04 07:14:00+00:00,4.84,11.43,5.65,16.46,13.47,16.7
2021-09-04 07:16:00+00:00,4.6,12.59,5.52,16.08,13.27,17.93
2021-09-04 07:18:00+00:00,5.39,12.12,5.18,16.82,13.47,16.7
2021-09-04 07:20:00+00:00,4.21,12.55,5.23,17.56,13.3,17.93
2021-09-04 07:22:00+00:00,4.8,13.91,5.265000000000001,17.42,14.05,16.84
2021-09-04 07:24:00+00:00,5.0,13.02,5.300000000000001,17.36,12.3,14.07
2021-09-04 07:26:00+00:00,4.86,11.73,5.76,16.74,13.12,14.6
2021-09-04 07:28:00+00:00,4.64,11.21,5.79,14.89,14.22,16.32
2021-09-04 07:30:00+00:00,4.69,10.95,6.04,16.22,13.46,14.68
2021-09-04 07:32:00+00:00,4.17,12.25,5.96,15.8,13.41,16.02
2021-09-04 07:34:00+00:00,5.14,12.71,5.79,16.41,13.3,16.52
2021-09-04 07:36:00+00:00,4.54,11.57,5.88,15.47,12.07,17.51
2021-09-04 07:38:00+00:00,4.21,10.45,6.005,14.39,12.42,16.96
2021-09-04 07:40:00+00:00,4.86,10.91,6.13,13.83,11.16,19.25
2021-09-04 07:42:00+00:00,5.86,9.51,6.5,15.1,12.25,16.2
2021-09-04 07:44:00+00:00,5.05,9.34,6.07,14.21,11.4,16.05
2021-09-04 07:46:00+00:00,4.95,9.61,6.05,14.7,12.27,15.34
2021-09-04 07:48:00+00:00,4.93,11.22,5.34,14.1,11.87,17.95
2021-09-04 07:50:00+00:00,4.86,10.62,5.47,14.62,11.65,15.31
2021-09-04 07:52:00+00:00,5.59,10.25,5.76,14.69,11.81,14.79
2021-09-04 07:54:00+00:00,4.63,11.86,5.825,11.75,12.17,15.34
2021-09-04 07:56:00+00:00,5.36,10.95,5.890000000000001,13.5,12.29,17.35
2021-09-04 07:58:00+00:00,6.12,10.6,6.19,12.73,12.86,16.34
2021-09-04 08:00:00+00:00,6.04,10.33,6.82,14.04,11.77,17.98
2021-09-04 08:02:00+00:00,5.18,9.78,5.93,13.21,12.74,16.24
2021-09-04 08:04:00+00:00,5.41,9.34,5.44,13.14,13.2,19.05
2021-09-04 08:06:00+00:00,5.45,12.2,5.94,11.53,12.53,16.45
2021-09-04 08:08:00+00:00,5.35,10.73,6.67,11.53,13.73,17.07
2021-09-04 08:10:00+00:00,6.72,9.35,6.1225000000000005,11.14,13.23,16.58
2021-09-04 08:12:00+00:00,5.73,9.37,5.575,12.24,12.35,19.62
2021-09-04 08:14:00+00:00,6.5,9.35,5.83,10.65,12.54,17.19
2021-09-04 08:16:00+00:00,7.14,9.67,6.17,10.96,12.07,18.63
2021-09-04 08:18:00+00:00,5.84,10.61,5.85,11.9,13.97,15.83
2021-09-04 08:20:00+00:00,5.83,10.63,7.12,10.86,13.04,15.0
2021-09-04 08:22:00+00:00,6.79,12.11,5.74,11.4,12.62,18.08
2021-09-04 08:24:00+00:00,7.87,12.24,6.13,11.45,12.34,17.38
2021-09-04 08:26:00+00:00,6.33,13.6,6.047499999999999,9.33,14.22,16.19
2021-09-04 08:28:00+00:00,6.67,13.57,5.965,10.72,13.0,15.81
2021-09-04 08:30:00+00:00,6.91,12.07,6.91,9.33,13.84,17.05
2021-09-04 08:32:00+00:00,6.86,13.02,6.85,9.44,12.74,18.69
2021-09-04 08:34:00+00:00,7.0,11.37,6.36,9.91,13.88,19.59
2021-09-04 08:36:00+00:00,6.5,11.05,4.85,10.28,14.47,18.3
2021-09-04 08:38:00+00:00,6.38,13.44,5.5,8.88,12.91,18.95
2021-09-04 08:40:00+00:00,8.31,12.74,6.06,11.14,13.19,17.96
2021-09-04 08:42:00+00:00,6.88,11.05,5.855,10.34,13.07,18.98
2021-09-04 08:44:00+00:00,7.55,11.32,5.65,10.22,13.57,19.88
2021-09-04 08:46:00+00:00,6.88,10.29,6.15,11.52,13.9,17.2
2021-09-04 08:48:00+00:00,6.64,11.0,6.56,9.86,13.79,18.8
2021-09-04 08:50:00+00:00,5.85,13.71,6.4,9.53,13.93,18.63
2021-09-04 08:52:00+00:00,6.86,12.49,5.84,9.93,13.64,19.95
2021-09-04 08:54:00+00:00,6.25,14.14,6.82,10.8,13.81,20.0
2021-09-04 08:56:00+00:00,7.33,10.97,5.62,9.96,14.28,18.18
2021-09-04 08:58:00+00:00,5.46,10.57,5.626666666666667,9.91,14.66,17.98
2021-09-04 09:00:00+00:00,7.17,10.5,5.633333333333333,9.44,15.1,19.43
2021-09-04 09:02:00+00:00,6.81,10.07,5.64,8.72,14.54,20.52
2021-09-04 09:04:00+00:00,6.86,9.29,6.47,9.79,15.73,18.88
2021-09-04 09:06:00+00:00,6.96,10.68,6.65,9.68,15.9,18.33
2021-09-04 09:08:00+00:00,7.22,9.29,5.53,9.28,15.41,19.66
2021-09-04 09:10:00+00:00,7.42,9.59,6.02,9.79,14.19,18.17
2021-09-04 09:12:00+00:00,7.35,8.23,5.67,8.43,14.93,16.47
2021-09-04 09:14:00+00:00,7.53,10.45,5.825,7.59,14.34,18.79
2021-09-04 09:16:00+00:00,7.1,11.83,5.98,7.64,14.14,17.6
2021-09-04 09:18:00+00:00,7.38,10.61,6.24,8.04,13.46,17.84
2021-09-04 09:20:00+00:00,7.16,10.33,7.25,8.22,14.53,19.96
2021-09-04 09:22:00+00:00,7.18,10.21,6.19,8.0,14.66,19.93
2021-09-04 09:24:00+00:00,7.86,10.27,6.41,8.29,14.16,17.59
2021-09-04 09:26:00+00:00,7.79,9.8,7.0,8.9,14.37,18.46
2021-09-04 09:28:00+00:00,6.78,10.59,7.24,8.45,13.81,17.6
2021-09-04 09:30:00+00:00,7.58,11.69,6.9325,7.53,13.95,17.56
2021-09-04 09:32:00+00:00,7.37,9.88,6.625,8.1,14.42,18.22
2021-09-04 09:34:00+00:00,7.66,9.3,6.43,8.67,14.61,15.27
2021-09-04 09:36:00+00:00,7.83,10.31,6.96,8.65,14.69,17.84
2021-09-04 09:38:00+00:00,6.85,12.28,7.0,8.28,15.02,17.9
2021-09-04 09:40:00+00:00,7.58,12.27,6.95,8.66,13.62,18.45
2021-09-04 09:42:00+00:00,6.19,11.09,6.09,8.35,14.54,17.26
2021-09-04 09:44:00+00:00,6.97,12.25,6.84,8.46,15.34,17.74
2021-09-04 09:46:00+00:00,7.88,10.68,6.5675,8.07,14.05,18.03
2021-09-04 09:48:00+00:00,7.11,10.42,6.295,8.46,15.34,17.82
2021-09-04 09:50:00+00:00,7.07,11.58,7.52,8.36,14.05,18.17
2021-09-04 09:52:00+00:00,7.97,12.58,7.51,6.53,14.64,15.29
2021-09-04 09:54:00+00:00,7.95,11.86,6.22,6.98,14.8,17.45
2021-09-04 09:56:00+00:00,8.02,10.32,6.61,8.03,15.12,15.65
2021-09-04 09:58:00+00:00,7.59,11.47,8.13,8.38,14.49,16.14
2021-09-04 10:00:00+00:00,8.34,12.1,7.88,7.6,15.41,13.58
2021-09-04 10:02:00+00:00,7.42,12.22,7.6,6.91,14.12,16.27
2021-09-04 10:04:00+00:00,8.9,11.84,7.32,7.85,15.24,14.2
2021-09-04 10:06:00+00:00,8.33,11.15,6.6,7.31,15.05,14.57
2021-09-04 10:08:00+00:00,7.49,10.29,8.87,8.24,16.3,15.59
2021-09-04 10:10:00+00:00,7.91,12.15,7.26,7.27,15.75,14.6
2021-09-04 10:12:00+00:00,8.53,11.0,8.92,7.04,16.47,12.48
2021-09-04 10:14:00+00:00,7.72,12.23,7.06,7.21,16.3,14.91
2021-09-04 10:16:00+00:00,8.95,11.78,6.89,7.82,15.74,16.78
2021-09-04 10:18:00+00:00,8.51,9.79,7.0725,6.74,16.02,14.61
2021-09-04 10:20:00+00:00,8.32,11.14,7.255000000000001,7.7,16.02,13.95
2021-09-04 10:22:00+00:00,9.93,9.16,6.63,8.36,15.74,15.41
2021-09-04 10:24:00+00:00,8.76,8.55,7.04,6.95,15.86,15.84
2021-09-04 10:26:00+00:00,8.87,9.59,7.11,7.92,15.98,15.05
2021-09-04 10:28:00+00:00,8.58,9.41,6.24,8.92,15.41,14.34
2021-09-04 10:30:00+00:00,7.78,10.25,7.3,6.71,14.61,14.93
2021-09-04 10:32:00+00:00,8.59,13.64,6.28,6.95,15.62,12.43
2021-09-04 10:34:00+00:00,8.6,10.16,6.87,8.43,16.3,14.29
2021-09-04 10:36:00+00:00,8.11,8.5,7.46,8.64,16.02,16.78
2021-09-04 10:38:00+00:00,8.83,8.39,8.27,8.17,16.3,16.22
2021-09-04 10:40:00+00:00,9.91,9.53,6.87,7.53,15.92,13.88
2021-09-04 10:42:00+00:00,9.2,9.98,6.65,8.79,15.97,14.41
2021-09-04 10:44:00+00:00,9.43,10.27,6.86,8.66,17.04,14.91
2021-09-04 10:46:00+00:00,8.84,11.45,7.33,7.4,16.02,14.82
2021-09-04 10:48:00+00:00,10.21,7.95,7.13,8.85,15.89,13.96
2021-09-04 10:50:00+00:00,8.58,8.34,7.1625,8.11,14.73,16.87
2021-09-04 10:52:00+00:00,9.47,11.27,7.195,7.47,15.81,13.52
2021-09-04 10:54:00+00:00,7.83,10.18,6.94,7.27,16.13,13.22
2021-09-04 10:56:00+00:00,10.09,12.41,7.6,8.21,16.45,15.17
2021-09-04 10:58:00+00:00,9.16,13.98,6.57,7.62,16.17,13.51
2021-09-04 11:00:00+00:00,8.81,12.38,6.52,8.61,16.17,13.96
2021-09-04 11:02:00+00:00,9.84,12.48,9.54,7.61,16.04,13.97
2021-09-04 11:04:00+00:00,8.86,13.2,7.92,7.75,17.15,16.03
2021-09-04 11:06:00+00:00,9.6,12.6,7.74,8.18,16.17,14.91
2021-09-04 11:08:00+00:00,9.81,11.35,7.5600000000000005,7.63,16.59,14.31
2021-09-04 11:10:00+00:00,9.4,12.23,7.22,8.22,17.35,14.24
2021-09-04 11:12:00+00:00,8.43,10.73,6.63,8.75,18.2,13.14
2021-09-04 11:14:00+00:00,9.35,11.19,7.85,8.67,17.04,14.9
2021-09-04 11:16:00+00:00,9.1,14.29,7.71,7.6,16.71,13.95
2021-09-04 11:18:00+00:00,8.69,11.77,7.71,7.75,16.3,15.05
2021-09-04 11:20:00+00:00,9.96,12.61,8.36,7.67,17.03,15.18
2021-09-04 11:22:00+00:00,9.7,12.88,8.225,7.88,17.03,14.85
2021-09-04 11:24:00+00:00,9.24,11.02,8.09,8.21,17.3,14.84
2021-09-04 11:26:00+00:00,9.98,13.46,7.74,9.1,18.0,14.4
2021-09-04 11:28:00+00:00,10.2,10.66,7.7,9.61,17.25,14.23
2021-09-04 11:30:00+00:00,10.02,11.52,7.6,7.95,16.83,12.71
2021-09-04 11:32:00+00:00,9.22,12.83,7.89,6.67,17.53,16.68
2021-09-04 11:34:00+00:00,10.35,9.89,8.54,9.0,16.98,15.63
2021-09-04 11:36:00+00:00,9.28,10.2,7.31,8.54,16.14,14.57
2021-09-04 11:38:00+00:00,10.46,10.31,7.772499999999999,8.43,17.88,16.53
2021-09-04 11:40:00+00:00,10.0,10.41,8.235,8.09,18.12,17.33
2021-09-04 11:42:00+00:00,9.41,11.12,8.8,8.21,16.96,17.63
2021-09-04 11:44:00+00:00,8.92,9.93,9.07,8.62,17.0,17.63
2021-09-04 11:46:00+00:00,10.02,10.34,8.84,8.79,17.36,15.16
2021-09-04 11:48:00+00:00,9.09,9.51,8.58,7.98,16.75,14.48
2021-09-04 11:50:00+00:00,9.62,10.77,8.54,8.17,16.62,16.29
2021-09-04 11:52:00+00:00,9.57,8.49,7.57,8.66,16.89,16.25
2021-09-04 11:54:00+00:00,10.32,10.32,7.880000000000001,9.09,17.09,17.31
2021-09-04 11:56:00+00:00,10.0,8.37,8.190000000000001,9.78,16.75,14.67
2021-09-04 11:58:00+00:00,9.96,10.0,7.59,8.42,17.89,16.05
2021-09-04 12:00:00+00:00,9.77,11.5,7.88,9.11,16.58,17.31
2021-09-04 12:02:00+00:00,9.62,9.43,7.23,8.66,16.31,15.8
2021-09-04 12:04:00+00:00,9.88,10.83,7.47,8.75,16.34,17.98
2021-09-04 12:06:00+00:00,8.82,10.56,8.0,9.09,17.66,17.81
2021-09-04 12:08:00+00:00,8.42,13.04,7.87,10.6,18.26,17.58
2021-09-04 12:10:00+00:00,10.95,12.34,7.987500000000001,9.37,17.34,16.64
2021-09-04 12:12:00+00:00,9.67,13.67,8.105,8.83,17.71,16.18
2021-09-04 12:14:00+00:00,10.89,13.65,7.4,8.93,18.59,16.74
2021-09-04 12:16:00+00:00,10.83,12.16,10.55,9.67,17.08,18.54
2021-09-04 12:18:00+00:00,9.88,13.74,9.38,10.11,17.72,17.25
2021-09-04 12:20:00+00:00,9.8,14.02,8.82,8.58,17.14,16.6
2021-09-04 12:22:00+00:00,8.92,11.05,8.36,8.3,18.32,19.46
2021-09-04 12:24:00+00:00,10.95,12.6,8.11,8.54,16.83,18.28
2021-09-04 12:26:00+00:00,9.98,14.63,8.469999999999999,10.31,18.0,17.29
2021-09-04 12:28:00+00:00,11.11,11.1,8.83,9.57,16.8,17.46
2021-09-04 12:30:00+00:00,9.93,13.0,7.21,8.86,17.62,17.71
2021-09-04 12:32:00+00:00,10.14,11.61,8.47,8.96,18.27,18.63
2021-09-04 12:34:00+00:00,9.65,14.42,9.25,8.37,17.41,17.93
2021-09-04 12:36:00+00:00,10.4,12.59,7.41,9.3,16.91,18.87
2021-09-04 12:38:00+00:00,10.08,11.11,8.39,8.45,16.42,19.67
2021-09-04 12:40:00+00:00,9.47,12.88,8.84,8.84,16.47,19.75
2021-09-04 12:42:00+00:00,10.14,11.0,8.585,9.28,17.34,19.4
2021-09-04 12:44:00+00:00,9.45,10.8,8.33,7.64,19.09,20.04
2021-09-04 12:46:00+00:00,10.79,11.7,8.75,9.42,16.68,19.21
2021-09-04 12:48:00+00:00,10.88,9.74,8.33,10.04,17.25,17.78
2021-09-04 12:50:00+00:00,9.52,9.41,7.75,9.58,17.22,19.59
